;M;F;?;Year;LAT;VERN;
19747;;;1;1459;;;
19748;;;1;1341;1;;
19749;;;1;1432;1;;
19750;;;1;1478;1;;
19751;1;;;1217;1;1;"""Explicit expliceat, ludere scriptor eat"""
19752;;;1;1420;1;;
19753;;;1;;1;;
19754;;;1;1492;1;;
19755;1;;;1531;1;;"""In conventu Saxensi"""
19756;1;;;1400;1;;"""a. 1400 rector scolarium Scheftlarensium scripsit"""
19757;;;1;1499;1;;
19758;;;1;1463;1;;
19759;;;1;1489;;1;
19760;1;;;1466;1;;"""Scriptor mente pia deposcit Ave Maria"""
19761;1;;;1437;1;;"""Orate pro eo et pro me misero peccatore"""
19762;1;;;1406;1;;"""per quendam de ordine predicatorum"""
19763;;;1;1410;1;;
19764;;;1;1423;1;;
19765;1;;;1458;1;;"""Qui scripsit scribat"""
19766;1;;;1411;1;;"""Scriptus apud claustrum Septem Fontes"""
19767;;;1;1467;;1;
19768;;;1;1448;1;;
19769;;;1;1493;1;;
19770;;;1;1473;1;;
19771;;;1;1456;1;;"""Eodem anno apparuit cometa"""
19772;;;1;1478;1;;
19773;;;1;1478;1;;
19774;;;1;1500;1;;
19775;;;1;1539;1;;
19776;;;1;1220;;1;
19777;;;1;1456;1;;
19778;;;1;1595;1;;
19779;;;1;1473;1;;"""per nequissimum Ulricum Ausdesbeiden, famulum Henrici Rude, fuit incensum et combustum totum oppidum Staffelstein"" "
19780;;;1;1383;1;;
19781;;;1;1385;1;;
19782;;;1;1386;1;;
19783;;;1;1441;1;;
19784;;;1;1448;;1;
19785;;;1;1418;1;;
19786;1;;;;1;1;"""Explicit expliceat, ludere scriptor eat. Huius scriptori da bene, Christe, mori"""
19787;;;1;1436;1;;
19788;;;1;;1;;
19789;1;;;1450;1;;"""in domo habitationis predicatoris ibidem"""
19790;;;1;1425;1;;
19791;;;1;1414;1;;
19792;;;1;1471;1;;
19793;1;;;1497;1;;"""Scriptum in monasterio Tegernsee"""
19794;1;;;1500;1;;"""In monasterium Tegernsee"""
19795;;;1;1389;1;;
19796;;;1;1394;1;;
19797;;;1;1463;1;;
19798;;;1;1418;1;;
19799;;;1;;1;;
19800;;;1;1452;1;;
19801;;;1;1396;1;;
19802;;;1;1291;1;;
19803;;;1;;1;;
19804;1;;;;1;;"""…scriptus a quodam monacho, cuius nomen scribatur in libro vite."""
19805;;;1;1439;;1;
19806;1;;;1454;1;;"""quod pertinet fratribus crucissignatorum in Tornacho"""
19807;1;;;;1;;"""scriptus… per manus fratrum regularium canonicorum in Traiecto"""
19808;1;;;;1;;"""per quendam habitu carthusiensem "
19809;;1;;;;1;"""Dit boec hoer totten susteren bi onser vrouwen in den wijngaert Tutrecht"""
19810;1;;;1400;1;;"""Estque nostrorum Traiecti canonicorum"""
19811;1;;;;1;;"""Orate propter deum pro fratribus dicte domus qui ad proficiendum praetactum librum … scribendo, illuminando etc…"""
19812;1;;;1464;1;;"""Finitus vero per fratrem eiudem conventus"""
19813;;;1;1474;1;;
19814;1;;;1481;1;;"""Scruptum atque finitum per fratres nove lucis"""
19815;1;;;1482;1;;"""in domo nove lucis"""
19816;1;;;1485;1;;"""in domo carthusiensi nove lucis"""
19817;1;;;1495;1;;"""Orate pro scriptore propter deum"""
19818;1;;;1495;1;;"""Scriptus est hic libellus per novicium"""
19819;1;;;1390;1;;"""Scripsi et complevi ego magister de Trappis, notarius"""
19820;;;1;1377;1;;
19821;1;;;1395;1;;"""in monasterio carthusiensi"" ""Orate etiam pro eo propter deum"""
19822;1;;;1460;1;;"""per manus cuiusdam monachi domus S. Albani"""
19823;1;;;1461;1;;"""Explicit per me fratrem inutilem, monachum professum in monasterio b. Marie"""
19824;1;;;1463;1;;"""Scriptus per indignum et inutilem monachum eiusdem ordinis"""
19825;1;;;1463;1;;"""Anima scriptoris requiescat in pace"""
19826;1;;;1477;1;;"""in domo carthusiensi"""
19827;1;;;1485;1;;"""completa … per me fratrem"""
19828;;;1;1490;1;;
19829;;;1;1564;1;;
19830;;;1;;1;;
19831;;;1;1505;1;;
19832;;;1;1459;1;;
19833;1;;;1434;1;;"""liber monasterii… ordinis canonicorum regularium"""
19834;;;1;1463;1;;
19835;;;1;1528;1;;
19836;;;1;1412;;1;
19837;;;1;1458;1;;
19838;;;1;1467;1;;
19839;;;1;1475;1;;
19840;;;1;1407;1;1;
19841;;;1;1407;1;;
19842;;;1;1473;1;;
19843;;;1;1464;1;;
19844;;;1;;1;;
19845;1;;;;1;;"""Iste liber scriptus fuit per quendam canonicum conventualem"""
19846;;;1;1415;1;;
19847;;;1;1417;1;;
19848;;;1;1426;1;;
19849;1;;;1432;1;;"""Qui scripsit hoc opus, a deo sit benedictus"""
19850;;;1;1433;1;;
19851;;;1;1434;1;;
19852;;;1;1437;1;;
19853;;;1;1438;1;;
19854;;;1;1442;1;;
19855;1;;;1447;1;;"""Orate pro scriptore"""
19856;;;1;1448;1;;
19857;;;1;1453;1;;
19858;1;;;1453;1;;"""Orate pro scriptore, quia peccator suit"""
19859;;;1;1453;;1;
19860;;;1;1458;1;;
19861;;;1;1464;1;;
19862;;;1;1467;;1;
19863;;;1;1472;1;;
19864;;;1;1473;1;;"""in domo cartusie"""
19865;;;1;1473;1;;
19866;;;1;1473;1;;
19867;;;1;1475;1;;
19868;;;1;1476;;1;
19869;1;;;1483;1;;"""Qui scripsit hunc librum, requiescat in paradisum"""
19870;;;1;1483;;1;
19871;;;1;1483;1;;
19872;;;1;1489;1;;
19873;;;1;1496;;1;
19874;;;1;1480;1;;
19875;;;1;1251;1;;
19876;;;1;1462;;1;
19877;;;1;1468;1;;
19878;;;1;1469;1;;
19879;;;1;1487;1;;
19880;;;1;1492;1;;
19881;1;;;1493;1;;"""finitum … per quondam monachum professum"""
19882;;;1;1158;1;;
19883;;;1;1446;1;;
19884;;;1;1455;1;;
19885;;;1;1207;1;;
19886;;;1;1476;1;;
19887;1;;;1433;1;;"""pro scriptoris sanitate"""
19888;;;1;1460;1;;
19889;;;1;1343;1;;
19890;;;1;1459;1;;
19891;;;1;1282;1;;
19892;1;;;1454;1;;"""per fideles fratres hiuius monasterii professos diligenter elaboratus finitusque"""
19893;;1;;1568;;1;"""geschreven a.d. 1568 van een onweerighe religieuse der selve abdij"""
19894;1;;;1480;1;;"""Orate propter Ihesum pro scriptore"""
19895;1;;;1503;1;;"""Orate pro ipsius vili scriptore"""
19896;;;1;1474;1;;
19897;;;1;1432;1;;
19898;1;;;;1;;"""Scriptus est hic codex per eundem scriptorem"""
19899;;;1;1447;1;;
19900;1;;;1487;1;;"""Merces scriptoris sit fructus orationis"""
19901;;;1;1385;1;;
19902;;;1;;1;;
19903;1;;;;1;;"""per me fratrem … sunt scripta"""
19904;;;1;1448;1;;
19905;;;1;1317;1;;
19906;;;1;1378;1;;
19907;;;1;1393;1;;
19908;;;1;1394;1;;
19909;;;1;1395;1;;
19910;;;1;1396;1;;
19911;;;1;1401;1;;
19912;;;1;1432;1;;
19913;;;1;1433;1;;
19914;;;1;1446;1;;
19915;;;1;1449;1;;
19916;;;1;1449;1;;
19917;;;1;1465;1;;
19918;;;1;1528;1;;
19919;;;1;1478;1;;
19920;;;1;1481;1;;
19921;;1;;1498;;1;"""Geschrieben in Nonnenkloster Wonnenstein"""
19922;;;1;1452;1;;
19923;;;1;1493;1;;
19924;1;;;1275;1;;"""Scriptor qui scripsit, cum Christo vivere possit"""
19925;;;1;1417;1;;
19926;;;1;1431;1;;
19927;;;1;1462;1;;
19928;1;;;1337;1;;"""Qui scripsit scripta, sua manus sit benedicta"""
19929;;;1;1471;1;;
19930;;;1;;1;;
19931;1;;;1366;1;;"""Iste liber est cenobii S. Pauli in Zonia scriptus et ligatus"""
19932;1;;;1421;1;;"""Iste liber est fratrum … S. Pauli in Zonia … et a quodam fratre eiudem monasterii … scriptus est."
19933;;;1;1539;1;;
19934;;;1;1458;1;;
19935;1;;;1451;1;;"""in domo clericorum"""
